name,city,country,iata,icao,x,y,elevation
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,10.75469970703125,35.75809860229492,9
Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,10.22719955444336,36.85100173950195,22
Sidi Ahmed Air Base,Bizerte,Tunisia,\N,DTTB,9.79144954681,37.2453994751,20
Remada Air Base,Remada,Tunisia,\N,DTTD,10.382100105285645,32.30619812011719,1004
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,8.822500228881836,34.422000885009766,1060
Gabès Matmata International Airport,Gabes,Tunisia,GAE,DTTG,10.103300094604492,33.87689971923828,26
Borj El Amri Airport,Bordj El Amri,Tunisia,\N,DTTI,9.94314956665039,36.72129821777344,110
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,10.775500297546387,33.875,19
El Borma Airport,El Borma,Tunisia,EBM,DTTR,9.254619598388672,31.704299926757812,827
Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,10.690999984741211,34.71799850463867,85
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,8.110560417175293,33.939701080322266,287
Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,1.091249942779541,9.767330169677734,1515
Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,1.2545100450515747,6.165609836578369,72
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,4.46027994156,51.1893997192,39
Beauvechain Air Base,Beauvechain,Belgium,\N,EBBE,4.768330097198486,50.75859832763672,370
Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,EBBL,5.47,51.168301,200
Brussels Airport,Brussels,Belgium,BRU,EBBR,4.48443984985,50.901401519800004,184
Jehonville Air Base,Bertrix,Belgium,\N,EBBX,5.2238898277282715,49.891700744628906,1514
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,4.45382022858,50.459201812699995,614
Chièvres Air Base,Chievres,Belgium,\N,EBCV,3.8310000896453857,50.575801849365234,194
Koksijde Air Base,Koksijde,Belgium,\N,EBFN,2.652780055999756,51.090301513671875,20
Florennes Air Base,Florennes,Belgium,\N,EBFS,4.64583015442,50.2433013916,935
Wevelgem Airport,Kortrijk-vevelgem,Belgium,QKT,EBKT,3.20472002029,50.817199707,64
Liège Airport,Liege,Belgium,LGG,EBLG,5.443220138549805,50.63740158081055,659
Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,2.8622200489,51.198898315399994,13
Zutendaal Air Base,Zutendaal,Belgium,\N,EBSL,5.590559959411621,50.9474983215332,312
Limburg Regional Airport,Sint-truiden,Belgium,\N,EBST,5.20167016983,50.791900634799994,246
Saint Hubert Air Base,St.-hubert,Belgium,\N,EBSU,5.440810203552246,50.034400939941406,1930
Ursel Air Base,Ursel,Belgium,\N,EBUL,3.475559949874878,51.14419937133789,95
Weelde Air Base,Weelde,Belgium,\N,EBWE,4.9601898193359375,51.394798278808594,105
Oostmalle Air Base,Zoersel,Belgium,\N,EBZR,4.75333,51.264702,53
Bautzen Airport,Bautzen,Germany,\N,EDAB,14.519721984863281,51.19361114501953,568
Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,12.506388664245605,50.9819450378418,640
Dessau Airport,Dessau,Germany,\N,EDAD,12.1909618378,51.831693541,187
Eisenhüttenstadt Airport,Eisenhuettenstadt,Germany,\N,EDAE,14.58753,52.195856,144
Großenhain Airport,Suhl,Germany,\N,EDAK,13.555556297302246,51.30805587768555,417
Merseburg Airport,Muehlhausen,Germany,\N,EDAM,11.9408333,51.3630556,341
Halle-Oppin Airport,Halle,Germany,\N,EDAQ,12.053889,51.552223,348
Riesa-Göhlis Airport,Riesa,Germany,\N,EDAU,13.3561105728,51.2936096191,322
Rechlin-Lärz Airport,Rechlin-laerz,Germany,\N,EDAX,12.7522220612,53.306388855,220
Strausberg Airport,Strausberg,Germany,\N,EDAY,13.916666984558105,52.5805549621582,262
Schönhagen Airport,Schoenhagen,Germany,\N,EDAZ,13.1563892365,52.2036094666,131
Barth Airport,Barth,Germany,BBH,EDBH,12.710515,54.338253,23
Jena-Schöngleina Airport,Jena,Germany,\N,EDBJ,11.714444160461426,50.915279388427734,1247
Kyritz Airport,Kyritz,Germany,\N,EDBK,12.425277709960938,52.918888092041016,131
Magdeburg "City" Airport,Magdeburg,Germany,\N,EDBM,11.626389,52.073612,259
Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,EDBR,14.949999809265137,51.36333465576172,518
Anklam Airport,Anklam,Germany,\N,EDCA,13.668610572814941,53.83277893066406,16
Cottbus-Drewitz Airport,Cottbus,Germany,\N,EDCD,14.531944,51.889442,272
Kamenz Airport,Kamenz,Germany,\N,EDCM,14.1274995803833,51.29694366455078,495
Berlin-Schönefeld International Airport,Berlin,Germany,SXF,EDDB,13.522500038147,52.380001068115,157
Dresden Airport,Dresden,Germany,DRS,EDDC,13.767200469970703,51.1328010559082,755
Erfurt Airport,Erfurt,Germany,ERF,EDDE,10.958100318908691,50.979801177978516,1036
Frankfurt am Main International Airport,Frankfurt,Germany,FRA,EDDF,8.5705556,50.0333333,364
Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,7.68483018875,52.134601593,160
Hamburg Airport,Hamburg,Germany,HAM,EDDH,9.9882297515869,53.630401611328,53
Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,13.403900146484375,52.472999572753906,167
Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,7.1427397728,50.8658981323,302
Düsseldorf International Airport,Duesseldorf,Germany,DUS,EDDL,6.766779899597168,51.28950119018555,147
Munich International Airport,Munich,Germany,MUC,EDDM,11.786100387573,48.353801727295,1487
Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,11.0780556,49.498699,1046
Leipzig Halle Airport,Leipzig,Germany,LEJ,EDDP,12.2363889,51.4238889,465
Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,7.10950994492,49.214599609400004,1058
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,9.22196006775,48.689899444599995,1276
Berlin-Tegel International Airport,Berlin,Germany,TXL,EDDT,13.2876996994,52.5597000122,122
Hannover Airport,Hannover,Germany,HAJ,EDDV,9.685079574580001,52.461101532,183
Bremen Airport,Bremen,Germany,BRE,EDDW,8.78666973114,53.0475006104,14
Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,8.645833015441895,49.959999084472656,384
Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,7.263889789579999,49.948699951200005,1649
Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,8.514166831970215,49.47305679321289,308
Allendorf/Eder Airport,Allendorf,Germany,\N,EDFQ,8.680832862854004,51.03499984741211,1158
Worms Airport,Worms,Germany,\N,EDFV,8.368333,49.606945,295
Mainz-Finthen Airport,Mainz,Germany,\N,EDFZ,8.147222,49.967499,525
Eisenach-Kindel Airport,Eisenach,Germany,\N,EDGE,10.47973,50.991604,1112
Siegerland Airport,Siegerland,Germany,\N,EDGS,8.082969665527344,50.707698822021484,1966
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,9.835556030273438,53.5352783203125,23
Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,10.145277976989746,54.37944412231445,102
Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,10.7192001343,53.8054008484,53
Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,6.5288891792,50.405555725,1896
Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,7.599999904632568,51.099998474121094,1549
Arnsberg-Menden Airport,Arnsberg,Germany,ZCA,EDLA,7.8983330726623535,51.483890533447266,794
Essen Mulheim Airport,Essen,Germany,ESS,EDLE,6.9373297691345215,51.40230178833008,424
Bielefeld Airport,Bielefeld,Germany,\N,EDLI,8.544444084170001,51.9647216797,433
Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,6.504444122314453,51.23027801513672,125
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,8.616319656369999,51.614101409899995,699
Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,6.8405561447143555,51.99583435058594,157
Dortmund Airport,Dortmund,Germany,DTM,EDLW,7.61223983765,51.51829910279999,425
Augsburg Airport,Augsburg,Germany,AGB,EDMA,10.931667,48.425278,1516
Biberach a.d. Riß Airport,Biberach,Germany,\N,EDMB,9.762778282165527,48.11111068725586,1903
Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,12.723610877990723,48.39611053466797,1342
Mindelheim-Mattsies Airport,Mindelheim,Germany,\N,EDMN,10.524999618530273,48.1069450378418,1857
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,11.283100128173828,48.08140182495117,1947
Straubing Airport,Straubing,Germany,RBM,EDMS,12.516667366027832,48.90083312988281,1047
Vilshofen Airport,Vilshofen,Germany,\N,EDMV,13.195555686950684,48.6349983215332,991
Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,10.014166831970215,47.858890533447266,2100
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,9.51148986816,47.671298980699994,1367
Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,11.7834,53.426998,166
Stendal-Borstel Airport,Stendal,Germany,ZSN,EDOV,11.818611145019531,52.62888717651367,184
Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,EDPA,10.264721870422363,48.77777862548828,1916
Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,11.640000343322754,49.98500061035156,1601
Burg Feuerstein Airport,Burg Feuerstein,Germany,\N,EDQE,11.133610725403,49.794166564941,1673
Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,11.856389045715332,50.288612365722656,1959
Haßfurt-Schweinfurt Airport,Hassfurt,Germany,\N,EDQT,10.529443740844727,50.0180549621582,719
Koblenz-Winningen Airport,Koblenz,Germany,ZNV,EDRK,7.528611183166504,50.325557708740234,640
Trier-Föhren Airport,Trier,Germany,ZQF,EDRT,6.787499904632568,49.863887786865234,666
Speyer Airport,Speyer,Germany,ZQC,EDRY,8.45138931274414,49.30472183227539,312
Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,7.400559902191162,49.20940017700195,1132
Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,8.52222156525,47.97333145139999,2231
Freiburg i. Br. Airport,Freiburg,Germany,\N,EDTF,7.83249998093,48.022777557400005,801
Mengen-Hohentengen Airport,Mengen,Germany,\N,EDTM,9.372777938842773,48.053890228271484,1818
Adolf Würth Airport,Schwaebisch Hall,Germany,\N,EDTY,9.783888816829998,49.1183319092,1299
Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,EDUS,13.743611,51.607498,384
Braunschweig Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,10.5561,52.319199,295
Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,9.384967,51.417273,820
Hildesheim Airport,Hildesheim,Germany,\N,EDVM,9.946389198303223,52.18138885498047,292
Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,8.572778,53.506943,10
Emden Airport,Emden,Germany,EME,EDWE,7.227499961853027,53.391109466552734,3
Leer-Papenburg Airport,Leer,Germany,\N,EDWF,7.441667079925537,53.271942138671875,3
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,8.05222225189209,53.502220153808594,16
Borkum Airport,Borkum,Germany,BMK,EDWR,6.70916700363,53.5963897705,3
Norderney Airport,Norderney,Germany,NRD,EDWY,7.230000019073486,53.70694351196289,7
Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,9.378889083862305,54.77333450317383,131
Rendsburg-Schachtholm Airport,Rendsburg,Germany,\N,EDXR,9.599444389343262,54.220001220703125,23
Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,8.34047031403,54.9132003784,51
Ämari Air Base,Armari Air Force Base,Estonia,\N,EEEI,24.208499908447266,59.26029968261719,65
Kärdla Airport,Kardla,Estonia,KDL,EEKA,22.830699920654297,58.99079895019531,18
Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,22.50950050354004,58.22990036010742,14
Pärnu Airport,Parnu,Estonia,EPU,EEPU,24.47279930114746,58.41899871826172,47
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,24.832799911499997,59.41329956049999,131
Tartu Airport,Tartu,Estonia,TAY,EETU,26.690399169900004,58.3074989319,219
Enontekio Airport,Enontekio,Finland,ENF,EFET,23.424299240112,68.362602233887,1005
Eura Airport,Eura,Finland,\N,EFEU,22.201400756835938,61.1161003112793,259
Halli Airport,Halli,Finland,KEV,EFHA,24.786686,61.856039,479
Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,25.042800903320312,60.254600524902344,57
Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,24.963300704956,60.317199707031,179
Hameenkyro Airport,Hameenkyro,Finland,\N,EFHM,23.073699951171875,61.689701080322266,449
Hanko Airport,Hanko,Finland,\N,EFHN,23.083599090576172,59.848899841308594,20
Hyvinkää Airfield,Hyvinkaa,Finland,HYV,EFHV,24.8810997009,60.6543998718,430
Kiikala Airport,Kikala,Finland,\N,EFIK,23.6525001526,60.4625015259,381
Immola Airport,Immola,Finland,\N,EFIM,28.90369987487793,61.24919891357422,338
Kitee Airport,Kitee,Finland,\N,EFIT,30.073601,62.1661,364
Ivalo Airport,Ivalo,Finland,IVL,EFIV,27.405300140381,68.607299804688,481
Joensuu Airport,Joensuu,Finland,JOE,EFJO,29.607500076294,62.662899017334,398
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,25.678300857544,62.399501800537,459
Kauhava Airport,Kauhava,Finland,KAU,EFKA,23.051399,63.127102,151
Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,24.582099914551,65.778701782227,61
Kajaani Airport,Kajaani,Finland,KAJ,EFKI,27.692399978638,64.285499572754,483
Kauhajoki Airport,Kauhajoki,Finland,\N,EFKJ,22.3931007385,62.4625015259,407
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,23.143100738525,63.721199035645,84
Kemijarvi Airport,Kemijarvi,Finland,\N,EFKM,27.156799,66.712898,692
Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,29.239400863647,65.987602233887,866
Kittilä Airport,Kittila,Finland,KTT,EFKT,24.846799850464,67.700996398926,644
Kuopio Airport,Kuopio,Finland,KUO,EFKU,27.797800064087,63.007099151611,323
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,\N,EFLA,25.693501,61.144199,502
Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,28.144743,61.044601,349
Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,19.898199081421,60.122200012207,17
Menkijarvi Airport,Menkijarvi,Finland,\N,EFME,23.51889991760254,62.94670104980469,331
Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,27.201799,61.6866,329
Nummela Airport,Nummela,Finland,\N,EFNU,24.2964000702,60.333900451699996,367
Oulu Airport,Oulu,Finland,OUL,EFOU,25.354600906372,64.930099487305,47
Piikajarvi Airport,Piikajarvi,Finland,\N,EFPI,22.19339942932129,61.245601654052734,148
Pori Airport,Pori,Finland,POR,EFPO,21.799999237061,61.461700439453,44
Pudasjärvi Airport,Pudasjarvi,Finland,\N,EFPU,26.946899414100002,65.4021987915,397
Pyhäsalmi Airport,Pyhasalmi,Finland,\N,EFPY,25.926300048799998,63.7318992615,528
Raahe Pattijoki Airport,Pattijoki,Finland,\N,EFRH,24.6958007812,64.6881027222,118
Rantasalmi Airport,Rantasalmi,Finland,\N,EFRN,28.3565006256,62.0654983521,292
Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,25.830400466919,66.564796447754,642
Rayskala Airport,Rayskala,Finland,\N,EFRY,24.107799530029297,60.74470138549805,407
Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,28.945100784302,61.943099975586,311
Selanpaa Airport,Selanpaa,Finland,\N,EFSE,26.798900604248047,61.062400817871094,417
Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,26.6191005707,67.3949966431,602
Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,23.604400634766,61.414100646973,390
Teisko Airport,Teisko,Finland,\N,EFTS,24.027,61.7733,515
Turku Airport,Turku,Finland,TKU,EFTU,22.262800216675,60.514099121094,161
Utti Air Base,Utti,Finland,QVY,EFUT,26.938400268555,60.89640045166,339
Vaasa Airport,Vaasa,Finland,VAA,EFVA,21.762199401855,63.050701141357,19
Varkaus Airport,Varkaus,Finland,VRK,EFVR,27.868600845337,62.171100616455,286
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,\N,EFYL,24.7252778,64.0547222,252
Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,-6.2158298492399995,54.6575012207,268
St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,-7.651669979095459,54.39889907836914,155
George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,-5.872499942779541,54.618099212646484,15
City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,-7.161109924316406,55.04280090332031,22
Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,-1.74802994728,52.453899383499994,327
Coventry Airport,Coventry,United Kingdom,CVT,EGBE,-1.4797199964499999,52.3697013855,267
Leicester Airport,Leicester,United Kingdom,\N,EGBG,-1.03193998336792,52.6077995300293,469
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,-2.167220115661621,51.89419937133789,101
Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,\N,EGBO,-2.2594399452209473,52.51750183105469,283
Cotswold Airport,Pailton,United Kingdom,\N,EGBP,-2.05694,51.668095,433
Turweston Airport,Turweston,United Kingdom,\N,EGBT,-1.09555995464,52.0407981873,448
Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,\N,EGBW,-1.6144399642944336,52.19219970703125,159
Manchester Airport,Manchester,United Kingdom,MAN,EGCC,-2.2749500274658203,53.35369873046875,257
Manchester Woodford Airport,Woodfort,United Kingdom,\N,EGCD,-2.14889,53.3381,295
Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,\N,EGDC,-4.1503400802612305,51.08720016479492,27
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,-4.995409965515137,50.44060134887695,390
RAF Lyneham,Lyneham,United Kingdom,LYE,EGDL,-1.99343,51.5051,513
MoD Boscombe Down Airport,Boscombe Down,United Kingdom,\N,EGDM,-1.7474100589752197,51.152198791503906,407
RNAS Culdrose,Culdrose,United Kingdom,\N,EGDR,-5.255710124969482,50.08610153198242,267
MOD St. Athan,St. Athan,United Kingdom,\N,EGDX,-3.4357500076293945,51.40480041503906,163
RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,-2.638819932937622,51.0093994140625,75
Haverfordwest Airport,Haverfordwest,United Kingdom,\N,EGFE,-4.9611101150512695,51.833099365234375,159
Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,-3.343329906463623,51.39670181274414,220
Swansea Airport,Swansea,United Kingdom,SWS,EGFH,-4.0678300857543945,51.60530090332031,299
Bristol Airport,Bristol,United Kingdom,BRS,EGGD,-2.71909,51.382702,622
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,-2.849720001220703,53.33359909057617,80
London Luton Airport,London,United Kingdom,LTN,EGGW,-0.36833301186561584,51.874698638916016,526
Plymouth City Airport,Plymouth,United Kingdom,PLH,EGHD,-4.10583,50.422798,476
Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,-1.8424999713897705,50.779998779296875,38
Southampton Airport,Southampton,United Kingdom,SOU,EGHI,-1.3567999601364136,50.95029830932617,44
Lasham Airport,Lasham,United Kingdom,QLA,EGHL,-1.0334999561309814,51.187198638916016,618
Alderney Airport,Alderney,Guernsey,ACI,EGJA,-2.2147200107574463,49.70610046386719,290
Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,-2.6019699573516846,49.435001373291016,336
Jersey Airport,Jersey,Jersey,JER,EGJJ,-2.195509910583496,49.20790100097656,277
Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,EGKA,-0.29722198843955994,50.835601806640625,7
London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,EGKB,0.0324999988079,51.33079910279999,598
London Gatwick Airport,London,United Kingdom,LGW,EGKK,-0.19027799367904663,51.148101806640625,202
London City Airport,London,United Kingdom,LCY,EGLC,0.055278,51.505299,19
Farnborough Airport,Farnborough,United Kingdom,FAB,EGLF,-0.776332974434,51.2757987976,238
Chalgrove Airport,Chalsgrove,United Kingdom,\N,EGLJ,-1.0808299779891968,51.67610168457031,240
Blackbushe Airport,Blackbushe,United Kingdom,BBS,EGLK,-0.8475000262260437,51.32389831542969,325
London Heathrow Airport,London,United Kingdom,LHR,EGLL,-0.461941,51.4706,83
Southend Airport,Southend,United Kingdom,SEN,EGMC,0.6955559849739075,51.5713996887207,49
Lydd Airport,Lydd,United Kingdom,LYX,EGMD,0.9391670227050781,50.95610046386719,13
Kent International Airport,Manston,United Kingdom,MSE,EGMH,1.34611,51.342201,178
Brough Airport,Brough,United Kingdom,\N,EGNB,-0.566333,53.7197,12
Carlisle Airport,Carlisle,United Kingdom,CAX,EGNC,-2.8091700077056885,54.9375,190
Retford Gamston Airport,Repton,United Kingdom,\N,EGNE,-0.9513890147209167,53.280601501464844,91
Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,-3.0286099910736084,53.77170181274414,34
Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,-0.350832998752594,53.57440185546875,121
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,-3.2675,54.1286111,173
Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,-1.6605700254440308,53.86589813232422,681
Warton Airport,Warton,United Kingdom,\N,EGNO,-2.8830599784851074,53.74509811401367,55
Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,-2.9777801036834717,53.1781005859375,45
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,-4.623889923095703,54.08330154418945,52
Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,-1.6916699409484863,55.037498474121094,266
Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,-1.4294099807739258,54.50920104980469,120
East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,-1.32806003094,52.8311004639,306
Llanbedr Airport,Llanbedr,United Kingdom,\N,EGOD,-4.1235799789429,52.811698913574,30
RAF Ternhill,Ternhill,United Kingdom,\N,EGOE,-2.533560037612915,52.87120056152344,272
